"id","tags","pred"
"22732","guides local-knowledge","holiday guide visited cities"
"22734","air-travel regulations delays","cause company delay information"
"22735","ferries tanzania kenya lake-victoria","kenya schedules kisumu ferry"
"22736","air-travel health tips-and-tricks","fear flying tips tricks"
"22738","extreme-tourism bahamas","bahamas crusoe robinson possible"
"22741","sightseeing new-york-city","stewart new daily audience"
"22744","air-travel airlines children","impression pilots flight visit"
"22749","trains where-on-earth","trains train trip christmas"
"22757","visas schengen greece","country jan schengen th"
"22759","air-travel legal culture passenger-rights cabin-crew","deal requests attendants flight"
"22764","air-travel children hygiene","onboard lavatories change diapers"
"22766","thailand power","thailand koh round adapter"
"22769","visas uk saudi-citizens","uk month week visa"
"22772","japan amusement-parks","parks countries theme japan"
"22775","identify-this cities","scape cityscape real city"
"22779","airlines terminology long-haul new-caledonia","calin long haul air"
"22780","electronic-items power laos","protect stabilizer devices electricity"
"22784","visas passports borders israel palestine","israeli cross just areas"
"22786","automobiles caribbean shipping bosnia","taxes advice looking vehicle"
"22790","culture indonesia","long mean sign indonesia"
"22796","cellphones canada roaming","sim canadian phone cellphone"
"22801","visas us-visa-waiver-program esta visa-extensions greek-citizens","esta extension visa month"
"22813","air-travel airport-security","leads wipe travel implant"
"22815","public-transport uk bath-england stonehenge bristol","visit bristol bath stonehenge"
"22820","public-transport tickets london","future travelcard oyster request"
"22823","air-travel health airlines regulations children","flying fly start infant"
"22826","online-resources health food-and-drink china restaurants","photo food face safety"
"22827","health food-and-drink china hygiene countries","food just gutter oil"
"22831","india france money internet","france indian transfer bank"
"22832","europe public-transport turkey istanbul","galata esenler transport options"
"22833","usa factoids wyoming","visit wyoming state escalators"
"22840","budget japan hokkaido","expensive travelling japan hokkaido"
"22841","europe shopping duty-free","sold states cologne united"
"22844","air-travel budget online-resources planning","travel based trip dates"
"22846","visas visas-on-arrival cuba tourist-visas","require air tourist cuba"
"22849","visas schengen overstaying","day area schengen visa"
"22850","visas schengen legal germany paperwork","holiday appeal refused visa"
"22851","trains tickets india refunds tatkal","tatkal tickets refund ticket"
"22852","air-travel new-zealand domestic-travel jetstar","jetstar allowance bag use"
"22853","air-travel public-transport thailand event-based-effects","ongoing problems stopover bangkok"
"22860","china passenger-rights","groups china air flight"
"22861","air-travel","aircraft logging want start"
"22863","europe transportation sea-travel french-guiana","europe guiana boat french"
"22864","legal international-travel mexico esta overstaying","mexico fly country esta"
"22866","transportation road-trips sea-travel shipping","start roll ships roro"
"22867","visas schengen russian-citizens long-stay-visas","countries visit national visa"
"22868","uk france cellphones london paris","work paris sim days"
"22874","visas thailand laos vietnam cambodia","visas different thailand need"
"22878","schengen europe switzerland geneva passport-stamps","stamps like stamp passport"
"22879","visas sweden canadian-citizens","working work sweden visa"
"22880","japan health activities language-barrier","work gyms shoes japan"
"22881","online-resources legal china internet","getting vpn laws china"
"22885","new-zealand tap-water","auckland zealand living populated"
"22888","air-travel airlines aircraft","origin destination change flight"
"22895","usa greyhound refunds","greyhound station refund bus"
"22897","budget japan shopping tokyo","buy yukata tokyo samue"
"22899","payment-cards","signature amex like chip"
"22900","transit luggage dxb qatar-airways","connecting flight doha dubai"
"22905","australia sea-travel new-zealand ships kiribati","australia kiribati new zealand"
"22911","health destinations coffee dietary-restrictions","free sweden latte lactose"
"22913","air-travel usa airports sfo lufthansa","las airport terminal sfo"
"22916","luggage transit amsterdam madrid klm","luggage flight want amsterdam"
"22927","legal accommodation hotels regulations china","hotel china stay just"
"22929","factoids where-on-earth timezones","possible old new year"
"22931","europe france turkey visa-free-entry","able movement mother citizenship"
"22943","sightseeing dubai","open deira dubai attractions"
"22944","cellphones data-plans roaming","data plan like sim"
"22947","canada money payment-cards","buy canada debit card"
"22948","buses argentina south-america paraguay asuncion","paraguay ticket bus line"
"22949","japan shopping tokyo kyoto","zafu secondhand tokyo kyoto"
"22956","transportation paris cdg","zones navigo parcours travelling"
"22957","usa legal drugs colorado","smoking tolerated legal colorado"
"22963","airport-transfer dubai dxb","khalifa travel metro burj"
"22972","usa legal car-rentals automobiles","year car age drive"
"22975","air-travel stop-overs","disembark stop auckland flight"
"22982","budget accommodation hotels saudi-arabia","saudi arabia rich know"
"22984","visas transit hong-kong pakistani-citizens","transit kong hong visa"
"22985","china internet power wifi hohhot","time internet wi fi"
"22988","sightseeing singapore public-holidays festivals events","open chinese new year"
"22991","brazil language-barrier portuguese-language","holidays consider brazil portuguese"
"22994","tickets loyalty-programs united-airlines","round united trip miles"
"23002","india pakistan bangladesh apec","business travel pakistan india"
"23003","online-resources airports fees-and-charges","competition resource taxes airport"
"23005","visas usa transit","united airlines visa need"
"23012","public-transport transportation cuba","santiago cayo cuba coco"
"23015","tickets terminology tsa tsa-precheck","check pre tsa pass"
"23017","visas france long-stay-visas","stay programme france visa"
"23026","money switzerland atms","atm charge euros francs"
"23028","air-travel tickets","counter flight book re"
"23031","air-travel luggage","taking weight suitcase luggage"
"23037","money london exchange","pound exchange london money"
"23041","passports legal regulations rationale countries","require date countries months"
"23042","customs-and-immigration airport-security toronto yyz nexus","agent customs line nexus"
"23062","legal money exchange argentina","rate exchange argentina usd"
"23063","air-travel safety","flight movie safety instructions"
"23072","visas schengen italy proof-of-funds tourist-visas","tourist current visa account"
"23074","automobiles security winter weather-and-climate","present steps extremely cold"
"23076","customs-and-immigration germany","bringing germany cooked meat"
"23079","air-travel airports aircraft emergencies","gear runways aircraft landing"
"23083","air-travel tours antarctica","zealand new air tours"
"23085","customs-and-immigration passports passport-stamps officials","inference efficient immigration passport"
"23090","air-travel visas uk customs-and-immigration australian-citizens","london visa uk flight"
"23098","air-travel online-resources charter","search flights charter flight"
"23102","air-travel tickets airlines international-travel paperwork","travel issues receipt ticket"
"23103","customs-and-immigration","hat customs uk wear"
"23110","planning accommodation bookings south-america","book accommodation just south"
"23112","visas usa taiwanese-citizens","wedding citizen available taiwanese"
"23115","air-travel international-travel regulations smoking e-cigarettes","smoke vapor cig flight"
"23122","usa health regulations singapore drugs","illicit country medication prescription"
"23125","culture nudism finland swimming","pools nude finnish swimming"
"23127","trains uk tickets cancellations","valid ticket peak train"
"23131","europe france regulations eu-citizens","france tax rules eu"
"23133","air-travel luggage airport-transfer jfk lga","zrh luggage lga jfk"
"23134","air-travel visas europe schengen 90-180-visa-rules","rule visa schengen days"
"23139","airport-transfer mexico puebla pbc","center historical airport puebla"
"23144","thailand routes bangkok","information yaowarat sathorn pier"
"23147","public-transport transportation georgia-country tbilisi","travelling tbilisi options transport"
"23163","visas ireland iraq-citizens","tourist ireland apply visa"
"23167","air-travel tickets terminology","buy question open ticket"
"23169","visas schengen thai-citizens spouses","citizen london visa uk"
"23171","visas schengen accommodation netherlands amsterdam","schengen paid pre necessary"
"23175","visas schengen transit","swiss embassy visa schengen"
"23176","australia passports children new-zealand","new travel child zealand"
"23179","air-travel usa luggage paperwork tsa","tsa notice inspection suitcase"
"23184","visas sea-travel ireland visa-free-entry iraq-citizens","boat visa dubai ireland"
"23186","new-zealand diving auckland","boat needing auckland places"
"23187","visas passports paperwork us-visa-waiver-program","home changing passport address"
"23190","canada buses amtrak vancouver greyhound","amp greyhound vancouver station"
"23196","visas transit finland helsinki chinese-citizens","layover sleep visa airport"
"23197","safety insurance","plan couple travel insurance"
"23199","air-travel europe eu delays compensation","lax itinerary compensation eu"
"23202","sightseeing london bookings weather-and-climate","london just book advance"
"23203","visas europe schengen","european visit poland countries"
"23205","safety","like avoid neighborhoods bad"
"23212","visas transit japan indian-citizens singapore","transit visa need tokyo"
"23213","usa health","gp know travel vaccines"
"23217","budget china ferries south-korea","cheapest china shandong korea"
"23218","visas uk passports us-citizens emergencies","ukba visa passport uk"
"23219","usa transit jfk lebanese-citizens","terminal going hours jfk"
"23224","air-travel bookings air-asia","asia booking air nationality"
"23226","air-travel japan airlines regulations proof-of-onward-travel","way return ticket just"
"23227","tickets india sightseeing architecture landmarks","delhi tickets night agra"
"23236","airport-transfer taxis costa-rica sjo","airport san taxis night"
"23240","driving-licenses california","gave temporary test license"
"23244","usa france driving automobiles","american french road signs"
"23246","accommodation regulations china","dandong city places stay"
"23251","car-rentals rental san-francisco","hotel sf city car"
"23286","trains tickets spain","maybe online buy ticket"
"23290","air-travel international-travel airport-security mexico mexican-citizens","use mexico passport mexican"
"23291","visas legal germany work","german attempt question job"
"23295","transportation peru argentina patagonia","calafate el day argentina"
"23296","visas ireland deportation","visit refused visa ireland"
"23300","china shopping beijing","secondhand market used book"
"23304","online-resources airports","info airport sites tracking"
"23305","online-resources tickets","personal female male ticket"
"23311","airlines bookings cancellations","tickets airlines agent trip"
"23317","car-rentals italy payment-cards","car rental credit card"
"23318","legal travel-obstructions myanmar","case wondering curfews myanmar"
"23324","transit airlines bookings cancellations","question itinerary flight visa"
"23326","air-travel venezuela trinidad-and-tobago","internet operator porlamar flying"
"23335","usa customs-and-immigration transit canada","coming upcoming international customs"
"23337","budget accommodation london","way week london stay"
"23339","customs-and-immigration transit australia","darwin customs australia different"
"23342","customs-and-immigration australia","australia imported personal use"
"23346","sightseeing children winter-sports alps resorts","resort ski non skiers"
"23350","visas schengen","czech schengen th feb"
"23351","customs-and-immigration australia regulations indian-citizens","indian citizen travelling australia"
"23354","customs-and-immigration australia","brisbane flight customs time"
"23358","visas uk uae","uae tourist visa uk"
"23360","air-travel airlines loyalty-programs american-airlines luxury","use ticket advantage miles"
"23365","hotels berlin diving","radisson blu aquadom know"
"23367","usa military colorado","mountain think games war"
"23370","usa food-and-drink hotels terminology","usually outside american breakfast"
"23374","china ferries taiwan","maps bit matsu ferry"
"23376","visas legal passports africa","country tour passport africa"
"23377","visas uk indian-citizens business-travel","uk company letter visa"
"23379","usa money payment-cards","lowest checking fees cash"
"23385","power madrid","heater online electric immersion"
"23387","visas japan shanghai","kazakhstan visa japan shanghai"
"23388","customs-and-immigration duty-free","ii free india laptop"
"23391","airports weather-and-climate wellington","landing km gusts winds"
"23395","regulations new-york-city photography vantage-points","tripod new york city"
"23397","safety philippines","backpack areas haiyan philippines"
"23398","visas transit turkey pakistani-citizens","transit visa need iraq"
"23402","visas schengen germany romania","schengen romania visa days"
"23407","visas usa legal work esta","working contractor irish company"
"23412","public-transport tickets london","card credit refund oyster"
"23417","air-travel usa","surname abbreviated chris ticket"
"23420","visas sri-lanka","online obtain travel etl"
"23421","air-travel uk customs-and-immigration health","prescription friend carrying medicines"
"23426","adventure indonesia planning remote-locations","indonesian lowest budget papua"
"23430","dubai","advice laws use binoculars"
"23435","visas usa","travel invalid uk visa"
"23436","turkey beaches","kusadasi september early late"
"23438","visas uk customs-and-immigration us-citizens repeat-visits","tourist stamp visa uk"
"23442","air-travel usa","ticket lga xyz phl"
"23451","germany accommodation munich","wife time live apartment"
"23456","visas schengen france","days want france hotel"
"23461","europe sweden short-notice","advice know need sweden"
"23462","usa food-and-drink washington-dc maryland virginia","game virginia like wild"
"23463","public-transport tickets london","oyster buses cap discount"
"23469","health insurance netherlands eu","citizens eu netherlands claim"
"23470","auroras","northern lights clouds like"
"23475","europe cellphones paris switzerland","just paris card sim"
"23479","visas schengen","schengen applied refused visa"
"23480","visas indian-citizens peru","argentina indian bolivia peru"
"23481","airports russia aeroflot","moscow flight kazan airport"
"23482","cellphones italy venice","weekend italy sim stay"
"23484","trains trans-siberian tajikistan","trans siberian railway tajikistan"
"23491","schengen france long-stay-visas","visa schengen right long"
"23494","insurance","fact needs covered insurance"
"23495","india hiking","hut india hyderabad hike"
"23496","visas schengen uk dual-nationality portugal","australian uk lebanese passport"
"23502","electronic-items power countries","countries range devices power"
"23503","visas legal australia","australia fine tourist visa"
"23506","schengen passports zrh passport-stamps muc","journey passenger entry muc"
"23514","europe schengen international-travel switzerland paperwork","visit just carry europe"
"23516","europe schengen customs-and-immigration international-travel paperwork","formalities travelling customs europe"
"23520","loyalty-programs recommendations aerolineas-argentinas","member loyalty miles flights"
"23521","china borders tajikistan","closed pass china tajikistan"
"23523","visas australia eta","denied nz visa australia"
"23524","visas uk london south-african-citizens","town cape visa london"
"23539","trains bookings","online railway reservation ticket"
"23547","usa money australia exchange","convert bank dollars better"
"23548","airports airport-transfer airport-security bahamas nas","nassau stop time flight"
"23552","australia airports brisbane bne","darwin brisbane trolley charge"
"23553","air-travel turkey saw","luggage sabiha airport company"
"23555","greece crete","high crete visited island"
"23556","europe india money airports exchange","travelling india bank euro"
"23558","airport-transfer costa-rica sjo","playa hours taxi costa"
"23580","visas thailand us-citizens","tourist apply day visa"
"23582","tickets spain ferries residency","spanish offered able discount"
"23583","luggage toronto yyz","airport units baggage management"
"23599","airport-transfer london lhr","flight bradford airport heathrow"
"23602","air-travel usa transit luggage pakistani-citizens","dallas time toronto usa"
"23607","money regulations solo-travel b1-b2-visas","entry country tourist money"
"23610","visas uk transit london","hrs arrival uk visa"
"23612","europe cellphones international-travel communication","countries france calls like"
"23615","tickets airlines international-travel insurance paperwork","ticket insurance new passport"
"23620","air-travel airlines open-jaw","flight nyc abc def"
"23622","air-travel tickets regulations denial-of-entry","country return pays entry"
"23624","air-travel hand-luggage ryanair","allowed size ryanair luggage"
"23626","visas usa canada iranian-citizens","come visa canada need"
"23630","visas us-citizens brazil","flight ticket brazil visa"
"23631","luggage airlines international-travel tsa","travelling europe tsa lock"
"23632","europe money international-travel exchange","need like inr india"
"23633","europe international-travel insurance paperwork","europe checked insurance travel"
"23641","public-transport tickets buses austria salzburg","train bad salzburg bus"
"23643","hotels mexico tipping","tray offer meal tips"
"23645","transportation chile sailing pacific-ocean tahiti","boat chile tahiti sail"
"23646","trains europe tickets france spain","rail pass buying advance"
"23651","communication mobile-operators roaming","europe roaming international charged"
"23655","planning brazil itineraries","campo day pantanal bonito"
"23657","visas visas-on-arrival","service on visa arrival"
"23658","visas schengen france paperwork proof-of-funds","minimum months euros balance"
"23661","camping winter iceland","camps tent april camp"
"23663","visas china dual-nationality german-citizens norwegian-citizens","norway passport visa citizenship"
"23665","uk factoids","traffic stand people left"
"23684","visas usa","middle july visa expires"
"23689","turkey internet rental istanbul ist","istanbul stopovers rent hotspot"
"23691","visas schengen indian-citizens long-stay-visas","france long stay visa"
"23692","online-resources bookings","specific question search site"
"23694","visas usa esta uk-citizens j1-visas","re visa mexico esta"
"23696","visas schengen transit indian-citizens","airport bay frankfurt visa"
"23699","trains tickets texas houston iah","fare near airport metro"
"23700","morocco animal-riding deserts","morocco february desert excursions"
"23701","visas usa sweden chinese-citizens","visa chinese swedish usa"
"23703","visas canada","visa home israel canada"
"23705","visas customs-and-immigration france","france bus germany visa"
"23710","online-resources maps","map pois points maps"
"23716","visas usa delays","legal employment status day"
"23718","borders ukraine event-based-effects","problems situation given ukraine"
"23722","visas schengen conferences","conferences switzerland visa netherlands"
"23733","visas india china apec","countries card apec visa"
"23735","visas schengen 90-180-visa-rules","months april schengen visa"
"23737","visas schengen","schengen french resident visa"
"23745","regulations israel photography tel-aviv","tel permit photography aviv"
"23752","usa history north-carolina","colony lost fortifications roanoke"
"23754","visas usa canada business-travel","canadian interview need visa"
"23755","schengen children netherlands","travel child netherlands letter"
"23759","health clothing insects","mosquito central going clothing"
"23760","routes iceland","dirt parts planning iceland"
"23764","visas transit canada spanish-citizens","flying airport need canada"
"23765","hiking iceland summer","summer crowded june iceland"
"23766","passports","traveling need passport renew"
"23773","budget car-rentals","sites comparison rental car"
"23776","india overland chennai pune","bus chennai pune train"
"23780","food-and-drink restaurants czech-republic local-cuisine","typical cuisine food czech"
"23783","usa planning filipino-citizens","philippines visa london tourist"
"23785","turkey beaches istanbul","quite stay near istanbul"
"23787","usa tours new-york-city","tour tell sesame street"
"23788","uk customs-and-immigration layovers lhr","customs flight layover heathrow"
"23794","air-travel airlines bookings united-airlines air-canada","united ticket canada directly"
"23796","electronic-items security aircraft","airways worried theft airplanes"
"23801","air-travel health airlines","space leg airline transatlantic"
"23802","visas transit indian-citizens australia transit-visas","indian transit need visa"
"23805","visas indian-citizens new-zealand","apply visit visa australia"
"23806","china taiwan israeli-citizens","ferry visa passport china"
"23813","hong-kong","hotels hong good cheap"
"23818","usa canada borders polish-citizens","edit enter visa canada"
"23820","visas usa canada esta us-visa-waiver-program","la days america esta"
"23821","usa us-visa-waiver-program chile chilean-citizens","program chile effect visa"
"23828","australia car-rentals terminology campers","campervan hire high travel"
"23829","air-travel bookings layovers","just nyc long layover"
"23831","public-transport los-angeles lax","looks time best minutes"
"23834","tips-and-tricks hygiene taiwan","bathrooms taiwan accessed public"
"23836","europe cellphones data-plans roaming","europe sim prepaid data"
"23837","international-travel solo-travel long-term","exchange long forever place"
"23843","canada regulations","apply canada camping mattresses"
"23848","netherlands social-norms","likely north people netherlands"
"23849","air-travel online-resources planning aircraft","aircraft check checkmytrip information"
"23852","budget accommodation iran","used stay iran people"
"23854","air-travel luggage backpacks","strapped rollmat hiking checked"
"23856","transportation car-rentals grand-canyon","las way car vegas"
"23858","around-the-world","ticket use world flight"
"23860","air-travel india","bags usa items india"
"23868","usa sightseeing adventure pennsylvania","island nuclear mile plant"
"23869","visas usa overstaying","america year husband ban"
"23871","air-travel aircraft","given bank landing airline"
"23872","usa public-transport new-york-city","york tours subway stations"
"23873","norway auroras tromso","tour trip borealis aurora"
"23890","france legal health paris smoking","outside public smoking paris"
"23931","air-travel power seating philippine-airlines","economy supply philippine power"
"23935","trains tickets fares belgium eurostar","destination station eurostar belgian"
"23936","visas schengen transit uk datv","transit required schengen visa"
"23938","europe car-rentals italy switzerland vignettes","pass switzerland milan car"
"23939","transportation china taiwan taipei shenzhen","taipei shenzhen cheapest way"
"23940","australia vacations","month normal big holiday"
"23944","air-travel taxis san-francisco sfo","south bay sfo luggage"
"23957","legal bookings rental cancellations airbnb","just total earlier day"
"23961","visas uk work","leave expires visa day"
"23962","budget france paris family disney","easter family disneyland paris"
"23964","new-york-city taxis","new cab boro york"
"23965","customs-and-immigration us-visa-waiver-program esta costa-rica taiwanese-citizens","esta rica visa costa"
"23967","sightseeing new-york-city layovers jfk","places time flight visit"
"23977","visas international-travel study","school applying switzerland schools"
"23978","visas planning india mexico","indian citizens permanent mexico"
"23984","japan","tattooed public japan bath"
"23985","india visas-on-arrival","india visas tourist arrival"
"23989","international-travel duty-free customs-and-immigration","shops mean duty free"
"23991","australia diving queensland cairns great-barrier-reef","barrier people new reef"
"23992","france accommodation rental lille","bnb french like flat"
"23997","visas indian-citizens singapore","visa number singapore passport"
"24003","usa legal road-trips california sleeping","safe california sleep car"
"24006","passports us-citizens","washing realized pages passport"
"24011","summer cyprus","places nice cyprus things"
"24016","china electronic-items power","grounded power hz supply"
"24017","layovers lhr hand-luggage auh","flight pick heathrow carry"
"24022","europe food-and-drink shopping poland","cookers pressure mixer poland"
"24024","visas usa business-travel russian-citizens cyprus","company cyprus invitation visa"
"24025","transportation ferries denmark","ferry going march poland"
"24033","germany road-trips austria","safe germany car place"
"24035","air-travel airlines electronic-items american-airlines","electronic american gate airlines"
"24038","usa automobiles road-trips california price","usa prices price petrol"
"24043","air-travel europe planning international-travel","multi europe travel buy"
"24045","canada passports cuba","traveling cuban cuba canada"
"24046","usa trains luggage amtrak","carry on tube poster"
"24050","borders brazil argentina iguazu-falls","day airport argentinean brazilian"
"24051","sightseeing netherlands","time netherlands best fields"
"24053","belgium ghent bruges","looking just visit day"
"24055","cellphones saudi-arabia","local week plan phone"
"24056","uk-citizens iran religion","muslim muslims iran sunni"
"24060","passports indian-citizens embassies","action misspelt address passport"
"24065","turkey istanbul shipping mail","phone istanbul send home"
"24067","usa legal esta b1-b2-visas","valid esta apply visa"
"24071","trains germany","buy bahn password username"
"24072","safety georgia-country trekking","anybody terrorism georgian safety"
"24073","public-transport airport-transfer sweden got","centre gothenburg information airport"
"24076","visas schengen paperwork proof-of-funds","submit wife family daughter"
"24082","visas uk hong-kong datv sri-lankan-citizens","kong air time visa"
"24087","visas schengen dual-nationality 90-180-visa-rules","remain eligible area schengen"
"24091","italy hygiene tap-water milan","cities milan drinkable water"
"24092","accommodation italy rental bergamo","recommendations bergamo italy apartment"
"24094","visas schengen spain","greek year spain visa"
"24096","safety children saudi-arabia child-safety-seat","saudi kids car seats"
"24099","trains transit china guangzhou shenzhen","train possible china shenzhen"
"24105","visas transit airports russia","invitation waiting airport moscow"
"24106","australia tap-water","tap darwin safe water"
"24113","automobiles","best assistance concerns travel"
"24114","visas usa canada filipino-citizens j1-visas","visa holder philippines flight"
"24118","budget london new-york-city","iceland nyc cheaper layover"
"24119","visas brazil dual-nationality","canadian brazil colombian passport"
"24124","usa legal activities georgia-usa firearms","shoot legal georgia non"
"24126","europe payment-cards poland atms","usd use travel card"
"24131","visas romania","romanian dominican embassy married"
"24139","culture southern-california","heritage life city like"
"24143","usa gear bicycles guidebooks seattle","cycling francisco san good"
"24152","los-angeles southern-california","visit cheapest california time"
"24153","europe india money international-travel","cash poland carry travel"
"24155","japan sightseeing seasonal","trees blooming cherry japan"
"24156","visas thailand us-citizens santiago-de-chile","santiago chile tourist visa"
"24158","usa customs-and-immigration legal us-citizens rationale","questions answer long asked"
"24160","usa esta uk-citizens","visa entry visitors visits"
"24162","visas passports factoids","countries visa useful passport"
"24168","air-travel cellphones","usa sim india card"
"24169","visas schengen munich","romanian dubai visa munich"
"24175","visas schengen switzerland","st lucia national card"
"24176","visas us-citizens paperwork chile","chile lost tourist card"
"24177","usa car-rentals new-york-city florida eastern-usa","money orlando minds car"
"24182","bookings peru trekking machu-picchu","inca ones operators tour"
"24186","belgium opening-hours","sunday museums shops belgium"
"24193","uk religion islam","locate worcestershire sunni mosque"
"24194","brazil","itaipu spillways visit dam"
"24196","france sightseeing recommendations","options north day paris"
"24199","visas schengen money paperwork","schengen returns visa years"
"24201","usa passports uk-citizens","minor uk expired passport"
"24203","usa where-on-earth destinations","cleveland popular spring break"
"24209","air-travel airlines itineraries","stuttgart flight klm amsterdam"
"24210","usa new-york-city sports-events","basketball david arrive game"
"24214","sightseeing london opening-hours","tourist major london attractions"
"24215","usa canada","photo passport canada want"
"24218","air-travel luggage qatar-airways","pieces bangkok allowance travel"
"24220","visas schengen germany business-travel","getting germany stay visa"
"24221","europe health","portugal countries travel vaccine"
"24223","trains tickets india refunds tatkal","waiting irctc confirmed tickets"
"24225","japan accommodation religion","traditional near night sleep"
"24228","weather-and-climate ecuador","visit driest december time"
"24239","tickets thailand visas-on-arrival proof-of-onward-travel","need th thailand ticket"
"24247","trains tickets australia new-south-wales","xpt train nsw trip"
"24248","driving singapore malaysia","lumpur johor driving singapore"
"24249","japan communication japan-rail","options simply shinkansen phone"
"24254","tips-and-tricks clothing winter","winter travelling clothes dry"
"24257","health canada airport-security","leg metal card canada"
"24261","visas air-travel transit france indian-citizens","flight connecting visa paris"
"24267","exchange serbia","spread airport kopaonik exchange"
"24269","russia borders turkey georgia-country","international georgia turkey russia"
"24273","health international-travel","informed track disease outbreaks"
"24282","germany driving driving-licenses poland","germany poland experience drivers"
"24291","trains tickets uk","cards non ticket chip"
"24293","trains tickets uk","off peak return journey"
"24294","visas schengen terminology","single mumbai entry paris"
"24298","visas transit terminology transit-visas","required visa visas transit"
"24301","money us-citizens payment-cards cuba","card cuba debit mexican"
"24303","public-transport airport-transfer denver den","transport denver city airport"
"24305","where-on-earth identify-this","tried windows earth image"
"24309","india sports-events new-delhi","cool thanks delhi mallakhamb"
"24310","health australia tap-water","drink chlorine smell water"
"24313","budget public-transport transportation central-america tikal","way costa tikal guatemala"
"24316","dubai stop-overs uae dxb","july available dubai day"
"24319","legal culture religion iran cultural-awareness","need pictures dangerous laptop"
"24326","transportation paris rome nice","travelling days rome paris"
"24327","visas schengen","enter athens rome schengen"
"24331","air-travel buses san-francisco los-angeles","angeles los taking bus"
"24335","india airport-transfer taxis rajasthan udr","karni fort bambora udaipur"
"24338","air-travel esta us-visa-waiver-program canadian-citizens dual-nationality","citizen uk canadian british"
"24340","visas canada b1-b2-visas","visitor visa canada business"
"24341","exchange serbia","buy spread usd exchange"
"24342","usa hand-luggage tsa","use particular typically liquids"
"24345","trains public-transport airport-transfer dusseldorf dus","hbf train dus dusseldorf"
"24359","air-travel budget","trip uk flightfox flight"
"24361","nature-and-wildlife emergencies","arrive hostel services emergency"
"24363","gear power philippines","based standard power laptop"
"24367","health philippines tap-water manila","ll question bit manila"
"24369","usa passports us-citizens children","kids mother apply passports"
"24373","visas uk multiple-entry","entry visa sponsored uk"
"24374","australia rental sydney campers","sydney free camper australia"
"24377","visas china hong-kong malaysia chinese-citizens","mainland chinese hong kong"
"24381","air-travel australia gear airport-security dubai","allowed like dubai tripod"
"24384","health safety mexico tap-water","unhealthy backpacking mexico water"
"24388","usa trains boston amtrak connecticut","ct amtrak trip expensive"
"24389","air-travel fees-and-charges qantas","offset aud canberra melbourne"
"24393","budget accommodation hostels macau","coloane hostel macau hostels"
"24401","customs-and-immigration mexico dual-nationality cuba passport-stamps","entry british stamp passport"
"24405","us-citizens philippines cultural-awareness","long sensitive history philippines"
"24406","philippines tipping cultural-awareness manila","manila tip tipping common"
"24407","car-rentals automobiles","takes gasoline diesel car"
"24409","public-transport india safety security","india bag camera security"
"24411","australian-citizens dual-nationality brazilian-citizens","dependes nationality years nationalities"
"24413","planning","bills just month pay"
"24417","money philippines tipping","point okay currency tip"
"24422","cellphones poland","world calls poland rest"
"24431","cellphones italy data-plans","plan card surfing internet"
"24433","language-barrier panama spanish-language panama-city","speak panama dialect spanish"
"24434","visas schengen spain","booked friday spanish visa"
"24437","public-transport india taxis new-delhi","loiter agra mahal taj"
"24438","japan airport-transfer taxis tokyo hnd","taxis tokyo airport haneda"
"24445","money exchange lhr jfk","travelling outside usd buy"
"24449","luggage identify-this","came used bag travel"
"24450","customs-and-immigration airlines philippines filipino-citizens","chinese phil philippines passport"
"24453","gear electronic-items power","need hz country frequency"
"24469","public-transport london fares","cost oyster convention transportation"
"24470","safety guatemala","safe hang adn bus"
"24473","visas air-travel transit","visa travel allowed expired"
"24475","air-travel safety aircraft","flies inflate oxygen bag"
"24477","air-travel entertainment","carriage camera runway offer"
"24486","visas passports dubai uae","number old visa passport"
"24487","visas usa transit","transit country need visa"
"24490","transportation buses central-america belize tikal","tikal city bus belize"
"24492","legal mexico mexico-city","just notary city mexico"
"24501","visas uk us-citizens","passport need uk visiting"
"24503","india weather-and-climate recommendations destinations","days thought june india"
"24505","paris museums","queues booked paris museums"
"24508","usa car-rentals automobiles","rental rules fault usa"
"24511","japan study languages okinawa","local naha japanese okinawan"
"24512","health tips-and-tricks gadgets","bathroom scale compact weight"
"24515","customs-and-immigration india","traveling customs bringing phones"
"24520","usa b1-b2-visas visa-extensions","expires days travel visa"
"24527","money payment-cards atms serbia","withdrawal banka commission banks"
"24528","uk winter-sports ireland","ireland places know ski"
"24532","visas schengen transit","fiji visa transit paris"
"24535","luggage airports","airport luggage weighing scales"
"24536","visas air-travel transit canada indian-citizens","visa citizen need canada"
"24538","sea-travel ships pacific-ocean","bering similar flying cross"
"24539","backpacking grand-canyon summer","time like weather august"
"24540","usa customs-and-immigration b1-b2-visas denial-of-entry removal","husband visa entry usa"
"24542","tips-and-tricks cruising","pay leg let cruise"
"24547","budget japan ferries okinawa kyushu","price motobu ferry okinawa"
"24558","visas usa us-visa-waiver-program","traffic need esta visa"
"24565","usa legal passports us-citizens brazil","brazil country states visa"
"24567","air-travel children pakistan saudi-arabia","jeddah kid th infant"
"24568","usa planning car-rentals road-trips driving-licenses","time driver class license"
"24570","trains china beijing shanghai","train beijing tickets foreigner"
"24571","airlines tips-and-tricks","fare dumping airlines fuel"
"24580","usa washington-dc government-buildings","session enter supreme court"
"24583","visas passports indian-citizens dubai","old dubai number passport"
"24584","airport-transfer london stn","kings stansted cross tube"
"24591","work cyprus","internet nicosia coworking space"
